quality_grade,observed_on_details.date,species_guess,public_positional_accuracy,taxon.name,geojson.coordinates,owners_identification_from_vision,identifications_count,num_identification_disagreements,location,place_guess,latitude,longitude
research,2022-06-17,Harlekin-Marienkäfer,6.0,Harmonia axyridis,"[-0.2391533333, 51.4990616667]",True,1,0,"[51.4990616667, -0.2391533333]","Goldhawk Road, London, England, GB",51.4990616667,-0.2391533333
research,2022-06-17,Biedronka azjatycka,35.0,Harmonia axyridis,"[1.539395, 52.450795]",True,2,0,"[52.450795, 1.539395]","Barsham Hill, Beccles, England, GB",52.450795,1.539395
research,2022-06-17,Asian Lady Beetle,4.0,Harmonia axyridis,"[-1.698614339, 52.5310979702]",False,1,0,"[52.5310979702, -1.698614339]","Church Lane, Birmingham, England, GB",52.5310979702,-1.698614339
research,2022-06-17,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.3313666667, 53.5903055556]",False,2,0,"[53.5903055556, -2.3313666667]","Bury BL8, UK",53.5903055556,-2.3313666667
research,2022-06-17,Asian Lady Beetle,192965.0,Harmonia axyridis,"[-1.5103207156, 53.6798652535]",False,2,0,"[53.6798652535, -1.5103207156]","Wakefield, UK",53.6798652535,-1.5103207156
research,2022-06-17,Harlekin-Marienkäfer,6.0,Harmonia axyridis,"[-0.2763214583, 52.0668256221]",,2,0,"[52.0668256221, -0.2763214583]","Southill, UK",52.0668256221,-0.2763214583
research,2022-06-16,Asian Lady Beetle,25.0,Harmonia axyridis,"[-2.6185705763, 53.4088101638]",True,1,0,"[53.4088101638, -2.6185705763]","Gresford Close, Warrington, England, GB",53.4088101638,-2.6185705763
research,2022-06-17,Harlekin-Marienkäfer,10.0,Harmonia axyridis,"[-1.525468111, 53.3470115662]",True,1,0,"[53.3470115662, -1.525468111]",Sheffield,53.3470115662,-1.525468111
research,2022-06-14,Harlekin-Marienkäfer,25972.0,Harmonia axyridis,"[-1.3253667877, 52.9930013848]",False,1,0,"[52.9930013848, -1.3253667877]","England, GB",52.9930013848,-1.3253667877
research,2022-06-16,Asian Lady Beetle,14.0,Harmonia axyridis,"[-2.8784504905, 53.2157398143]",False,2,0,"[53.2157398143, -2.8784504905]","Upton, Chester CH2, UK",53.2157398143,-2.8784504905
casual,2022-06-16,Harlequin Ladybird,3737.0,Harmonia axyridis,"[-2.3237019405, 53.4255544223]",False,0,0,"[53.4255544223, -2.3237019405]",Sale,53.4255544223,-2.3237019405
research,2022-06-16,Asian Lady Beetle,,Harmonia axyridis,"[-0.2194083333, 51.5346388889]",True,1,0,"[51.5346388889, -0.2194083333]","Brent, England, United Kingdom",51.5346388889,-0.2194083333
research,2022-06-16,Asian Lady Beetle,52.0,Harmonia axyridis,"[-1.3467030582, 53.125260487]",True,2,0,"[53.125260487, -1.3467030582]","Newton, Alfreton DE55, UK",53.125260487,-1.3467030582
research,2022-06-10,Божья коровка-арлекин,,Harmonia axyridis,"[-1.335134, 52.882248]",False,1,0,"[52.882248, -1.335134]","Derbyshire, England, United Kingdom",52.882248,-1.335134
research,2022-06-16,Harlekin-Marienkäfer,26261.0,Harmonia axyridis,"[-1.2421993485, 51.0388460661]",False,1,0,"[51.0388460661, -1.2421993485]","Hampshire, England, GB",51.0388460661,-1.2421993485
research,2022-06-16,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[-1.0857553275, 52.6941808863]",,2,0,"[52.6941808863, -1.0857553275]","Syston, Leicester LE7, UK",52.6941808863,-1.0857553275
research,2022-06-16,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.573856, 51.433965]",True,1,0,"[51.433965, -0.573856]","Middle Hill, Englefield Green, Egham TW20 0JU, UK",51.433965,-0.573856
research,2022-06-16,Biedronka azjatycka,9.0,Harmonia axyridis,"[-2.6143984962, 53.4134760406]",False,1,0,"[53.4134760406, -2.6143984962]","Callands, Warrington WA5, UK",53.4134760406,-2.6143984962
research,2022-06-16,Harlekin-Marienkäfer,6.0,Harmonia axyridis,"[-2.0359055, 51.2831033333]",True,1,0,"[51.2831033333, -2.0359055]","B3098, Devizes, England, GB",51.2831033333,-2.0359055
research,2022-06-16,Asian Lady Beetle,19.0,Harmonia axyridis,"[-2.6946685314, 53.7769088745]",True,4,1,"[53.7769088745, -2.6946685314]",Fulwood,53.7769088745,-2.6946685314
research,2022-06-14,Harlekin-Marienkäfer,32.0,Harmonia axyridis,"[-0.98272528, 53.9627165229]",False,2,0,"[53.9627165229, -0.98272528]","Owlwood Lane, York, England, GB",53.9627165229,-0.98272528
research,2022-06-16,Многоцветна азиатска калинка,4.0,Harmonia axyridis,"[-0.1786009047, 51.4960711914]",True,1,0,"[51.4960711914, -0.1786009047]","South Kensington, London, UK",51.4960711914,-0.1786009047
research,2022-06-16,Asian Lady Beetle,12.0,Harmonia axyridis,"[-2.3558633333, 53.4952083333]",True,1,0,"[53.4952083333, -2.3558633333]","Worsley Golf Club, Manchester, England, GB",53.4952083333,-2.3558633333
research,2022-06-13,Harlekin-Marienkäfer,122.0,Harmonia axyridis,"[-1.5627425791, 53.6562277943]",True,1,0,"[53.6562277943, -1.5627425791]","Horbury, Wakefield, UK",53.6562277943,-1.5627425791
research,2022-06-16,Harlekin-Marienkäfer,252.0,Harmonia axyridis,"[-2.9140537977, 51.7129351422]",False,1,0,"[51.7129351422, -2.9140537977]","Usk NP15 9TA, UK",51.7129351422,-2.9140537977
research,2022-06-13,Harlekin-Marienkäfer,122.0,Harmonia axyridis,"[-1.5770763041, 53.6583641009]",True,1,0,"[53.6583641009, -1.5770763041]","Horbury Bridge, Middlestown, Wakefield WF4, UK",53.6583641009,-1.5770763041
research,2022-06-16,Harlekin-Marienkäfer,16.0,Harmonia axyridis,"[-0.1948916667, 51.53015]",,2,0,"[51.53015, -0.1948916667]","Kilburn Park Road, London, England, GB",51.53015,-0.1948916667
research,2022-06-16,Harlekin-Marienkäfer,9.0,Harmonia axyridis,"[-0.4718135406, 51.5315907692]",True,2,0,"[51.5315907692, -0.4718135406]","Università di Brunel, Londra, Inghilterra, GB",51.5315907692,-0.4718135406
needs_id,2022-06-16,Asian Lady Beetle,3.0,Harmonia axyridis,"[-0.471862972, 51.5315219968]",True,1,0,"[51.5315219968, -0.471862972]","Università di Brunel, Londra, Inghilterra, GB",51.5315219968,-0.471862972
research,2022-06-16,,109.0,Harmonia axyridis,"[-0.2675658796, 51.4639983528]",True,1,0,"[51.4639983528, -0.2675658796]","Sheen Lane, London, England, GB",51.4639983528,-0.2675658796
needs_id,2022-06-16,Harlekin-Marienkäfer,250.0,Harmonia axyridis,"[0.3268188409, 51.0358168796]",,1,0,"[51.0358168796, 0.3268188409]","High Weald AONB, Wadhurst, England, GB",51.0358168796,0.3268188409
research,2022-06-16,Asian Lady Beetle,,Harmonia axyridis,"[-1.3082282997, 52.0702100997]",False,1,0,"[52.0702100997, -1.3082282997]","Banbury OX17 2BL, UK",52.0702100997,-1.3082282997
needs_id,2022-06-15,Harlekin-Marienkäfer,,Harmonia axyridis,"[0.119775, 52.20228]",True,1,0,"[52.20228, 0.119775]","Pembroke College Cambridge, Cambridge, England, GB",52.20228,0.119775
needs_id,2022-06-15,Harlekin-Marienkäfer,,Harmonia axyridis,"[0.1197805, 52.2022866667]",True,1,0,"[52.2022866667, 0.1197805]","Pembroke College Cambridge, Cambridge, England, GB",52.2022866667,0.1197805
research,2022-06-15,Asian Lady Beetle,4.0,Harmonia axyridis,"[-0.5965616667, 50.9743716667]",True,1,0,"[50.9743716667, -0.5965616667]","South Downs National Park, Petworth, England, GB",50.9743716667,-0.5965616667
needs_id,2022-06-15,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[-1.0855100716, 52.6942045695]",,1,0,"[52.6942045695, -1.0855100716]","Syston, Leicester LE7, UK",52.6942045695,-1.0855100716
research,2022-06-15,Harlekin-Marienkäfer,26261.0,Harmonia axyridis,"[-0.5453691457, 51.1412510073]",,2,0,"[51.1412510073, -0.5453691457]","England, GB",51.1412510073,-0.5453691457
research,2022-06-13,Asian Lady Beetle,18.0,Harmonia axyridis,"[-2.7516835928, 53.7853242034]",True,1,0,"[53.7853242034, -2.7516835928]","Cottam, Preston, UK",53.7853242034,-2.7516835928
research,2022-06-15,Asian Lady Beetle,286.0,Harmonia axyridis,"[-2.1648300067, 52.4688233185]",True,1,0,"[52.4688233185, -2.1648300067]","Stourbridge DY8, UK",52.4688233185,-2.1648300067
research,2022-06-15,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.9913319722, 53.6452079722]",False,2,0,"[53.6452079722, -2.9913319722]","Southport, UK",53.6452079722,-2.9913319722
research,2022-06-15,Asian Lady Beetle,,Harmonia axyridis,"[-2.3593027778, 53.4929944444]",True,1,0,"[53.4929944444, -2.3593027778]","Eccles, Manchester, UK",53.4929944444,-2.3593027778
research,2022-06-15,Asian Lady Beetle,,Harmonia axyridis,"[-2.3586722222, 53.4932444444]",True,1,0,"[53.4932444444, -2.3586722222]","Eccles, Manchester M30 8UW, UK",53.4932444444,-2.3586722222
research,2022-06-15,Asian Lady Beetle,,Harmonia axyridis,"[-2.3586083333, 53.493175]",True,1,0,"[53.493175, -2.3586083333]","Eccles, Manchester M30 8UW, UK",53.493175,-2.3586083333
research,2022-06-15,Asian Lady Beetle,,Harmonia axyridis,"[-2.3582888889, 53.4929083333]",True,2,0,"[53.4929083333, -2.3582888889]","Eccles, Manchester M30 8UW, UK",53.4929083333,-2.3582888889
research,2022-06-15,Asian Lady Beetle,,Harmonia axyridis,"[-2.3585333333, 53.4928194444]",True,1,0,"[53.4928194444, -2.3585333333]","Eccles, Manchester M30 8UW, UK",53.4928194444,-2.3585333333
research,2022-06-15,Asian Lady Beetle,,Harmonia axyridis,"[-2.3585194444, 53.4931111111]",True,2,0,"[53.4931111111, -2.3585194444]","Eccles, Manchester M30 8UW, UK",53.4931111111,-2.3585194444
research,2022-06-15,Asian Lady Beetle,20406.0,Harmonia axyridis,"[0.1926432922, 52.3772498918]",False,1,0,"[52.3772498918, 0.1926432922]","Witchford, Ely CB6, UK",52.3772498918,0.1926432922
research,2022-06-15,Asian Lady Beetle,1598963.0,Harmonia axyridis,"[-2.3589055985, 53.4918733023]",False,2,0,"[53.4918733023, -2.3589055985]","Eccles, Manchester M30 8UW, UK",53.4918733023,-2.3589055985
research,2022-06-15,Asian Lady Beetle,35.0,Harmonia axyridis,"[0.254805, 50.7735583333]",True,1,0,"[50.7735583333, 0.254805]","Longland Road, Eastbourne, England, GB",50.7735583333,0.254805
research,2022-06-15,Asian Lady Beetle,6.0,Harmonia axyridis,"[-4.2850200087, 55.8704548397]",False,2,0,"[55.8704548397, -4.2850200087]","Kelvinbridge, Glasgow, UK",55.8704548397,-4.2850200087
research,2022-06-15,Asian Lady Beetle,,Harmonia axyridis,"[-2.3584416667, 53.4931305556]",True,1,0,"[53.4931305556, -2.3584416667]","Eccles, Manchester M30 8UW, UK",53.4931305556,-2.3584416667
research,2022-06-10,Asian Lady Beetle,,Harmonia axyridis,"[-1.7502189722, 53.770681]",False,2,0,"[53.770681, -1.7502189722]","Bradford BD5, UK",53.770681,-1.7502189722
research,2022-06-10,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.7502189722, 53.770681]",,2,0,"[53.770681, -1.7502189722]","West Yorkshire, England, GB",53.770681,-1.7502189722
research,2022-06-15,Harlekin-Marienkäfer,9.0,Harmonia axyridis,"[-2.2421140876, 53.0119747063]",,2,0,"[53.0119747063, -2.2421140876]","Newcastle-under-Lyme, UK",53.0119747063,-2.2421140876
research,2022-06-15,Harlekin-Marienkäfer,,Harmonia axyridis,"[-3.2347222222, 50.6852777778]",True,1,0,"[50.6852777778, -3.2347222222]","Sidmouth EX10 9AT, UK",50.6852777778,-3.2347222222
research,2022-06-15,Asian Lady Beetle,236.0,Harmonia axyridis,"[-0.4701599128, 51.5303291452]",True,1,0,"[51.5303291452, -0.4701599128]","South Loop Road, Uxbridge, England, GB",51.5303291452,-0.4701599128
research,2022-06-15,Asian Lady Beetle,9.0,Harmonia axyridis,"[-0.26755496, 51.463980388]",True,1,0,"[51.463980388, -0.26755496]","Sheen Lane, London, England, GB",51.463980388,-0.26755496
research,2022-06-15,Asian Lady Beetle,,Harmonia axyridis,"[-1.4566953108, 52.799810282]",True,2,0,"[52.799810282, -1.4566953108]","Ticknall, Derby DE73 7LD, UK",52.799810282,-1.4566953108
research,2022-06-15,Asian Lady Beetle,7.0,Harmonia axyridis,"[-1.4579566196, 52.8012744211]",True,2,0,"[52.8012744211, -1.4579566196]","Ticknall, Derby DE73 7LD, UK",52.8012744211,-1.4579566196
research,2022-06-15,Asian Lady Beetle,,Harmonia axyridis,"[1.2564063861, 52.6067586111]",False,1,0,"[52.6067586111, 1.2564063861]","Norwich NR4, UK",52.6067586111,1.2564063861
research,2022-06-15,Asian Lady Beetle,83.0,Harmonia axyridis,"[-2.7862555981, 54.0496559143]",True,4,1,"[54.0496559143, -2.7862555981]",Lancaster,54.0496559143,-2.7862555981
research,2022-06-15,Asian Lady Beetle,37.0,Harmonia axyridis,"[-2.786192894, 54.049659729]",True,4,1,"[54.049659729, -2.786192894]",Lancaster,54.049659729,-2.786192894
research,2022-06-10,Harlekin-Marienkäfer,168.0,Harmonia axyridis,"[-2.86321152, 53.1941013687]",True,1,0,"[53.1941013687, -2.86321152]",CH3 5JF,53.1941013687,-2.86321152
research,2022-06-15,Asian Lady Beetle,43.0,Harmonia axyridis,"[-1.3457378149, 52.8684234619]",True,4,1,"[52.8684234619, -1.3457378149]",Derby,52.8684234619,-1.3457378149
research,2022-06-15,Asian Lady Beetle,23.0,Harmonia axyridis,"[-0.2384033408, 51.3095175422]",True,1,0,"[51.3095175422, -0.2384033408]","Downland Way, Epsom, England, GB",51.3095175422,-0.2384033408
research,2022-06-13,Harlekin-Marienkäfer,10.0,Harmonia axyridis,"[-2.64273, 51.49503]",True,1,0,"[51.49503, -2.64273]","Grove Ave, Bristol, England, GB",51.49503,-2.64273
research,2022-06-11,Harlekin-Marienkäfer,2.0,Harmonia axyridis,"[-0.5528019684, 50.8608676224]",True,1,0,"[50.8608676224, -0.5528019684]","West Sussex, UK",50.8608676224,-0.5528019684
research,2022-06-14,Asian Lady Beetle,5.0,Harmonia axyridis,"[-0.3480987623, 51.7624356058]",True,1,0,"[51.7624356058, -0.3480987623]","Batchwood, St Albans AL3, UK",51.7624356058,-0.3480987623
needs_id,2022-04-30,Harlekin-Marienkäfer,30.0,Harmonia axyridis,"[-1.8887090776, 52.4353454495]",,1,0,"[52.4353454495, -1.8887090776]","West Midlands, England, GB",52.4353454495,-1.8887090776
research,2022-06-14,Asian Lady Beetle,6.0,Harmonia axyridis,"[-2.9690883333, 53.6682033333]",True,1,0,"[53.6682033333, -2.9690883333]","Lytham Road, Southport, England, GB",53.6682033333,-2.9690883333
research,2022-06-14,Harlekin-Marienkäfer,6.0,Harmonia axyridis,"[-2.9272204265, 54.8957294474]",False,1,0,"[54.8957294474, -2.9272204265]","Abberley House, Carlisle CA1 1HF, UK",54.8957294474,-2.9272204265
research,2022-06-14,Asian Lady Beetle,,Harmonia axyridis,"[-1.9982411, 51.3530001]",False,2,0,"[51.3530001, -1.9982411]","Devizes SN10 1FH, UK",51.3530001,-1.9982411
research,2022-06-11,Asian Lady Beetle,46.0,Harmonia axyridis,"[-1.5088385144, 53.5663150493]",True,1,0,"[53.5663150493, -1.5088385144]","Barnsley, UK",53.5663150493,-1.5088385144
research,2022-06-14,Harlekin-Marienkäfer,33.0,Harmonia axyridis,"[-0.9826640284, 53.9659526519]",True,2,0,"[53.9659526519, -0.9826640284]","The Copper Beeches, York, England, GB",53.9659526519,-0.9826640284
research,2022-06-14,Harlekin-Marienkäfer,30.0,Harmonia axyridis,"[-0.9826325318, 53.966009531]",True,2,0,"[53.966009531, -0.9826325318]","The Copper Beeches, York, England, GB",53.966009531,-0.9826325318
research,2022-06-14,Asian Lady Beetle,35.0,Harmonia axyridis,"[-1.786624074, 53.6912765503]",True,4,1,"[53.6912765503, -1.786624074]",Brighouse,53.6912765503,-1.786624074
research,2022-06-14,Asian Lady Beetle,35.0,Harmonia axyridis,"[-1.7863533497, 53.6913833618]",True,1,0,"[53.6913833618, -1.7863533497]",Brighouse,53.6913833618,-1.7863533497
research,2022-06-14,Asian Lady Beetle,4.0,Harmonia axyridis,"[-1.8114371482, 53.6957261304]",False,1,0,"[53.6957261304, -1.8114371482]","HX5, UK",53.6957261304,-1.8114371482
research,2022-06-14,Harlekin-Marienkäfer,222.0,Harmonia axyridis,"[-2.624475807, 51.4933213262]",False,1,0,"[51.4933213262, -2.624475807]","Bristol BS9, UK",51.4933213262,-2.624475807
research,2022-06-14,Harlekin-Marienkäfer,408.0,Harmonia axyridis,"[-0.5900037155, 53.2186988135]",False,2,0,"[53.2186988135, -0.5900037155]","Hartsholme Country Park, Lincoln, England, GB",53.2186988135,-0.5900037155
research,2022-06-14,Harlekin-Marienkäfer,408.0,Harmonia axyridis,"[-0.5900047154, 53.2186337433]",False,1,0,"[53.2186337433, -0.5900047154]","Hartsholme Country Park, Lincoln, England, GB",53.2186337433,-0.5900047154
research,2022-06-01,Harlekin-Marienkäfer,150.0,Harmonia axyridis,"[-3.2010401, 51.4462827]",True,1,0,"[51.4462827, -3.2010401]","Penarth CF64 2QX, UK",51.4462827,-3.2010401
research,2022-06-07,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.571954, 53.828011]",True,1,0,"[53.828011, -1.571954]","West Yorkshire, England, GB",53.828011,-1.571954
research,2022-06-14,Harlekin-Marienkäfer,20.0,Harmonia axyridis,"[-2.49305, 52.0522278333]",True,1,0,"[52.0522278333, -2.49305]","Munsley CP, Ledbury, England, GB",52.0522278333,-2.49305
research,2022-06-14,Harlekin-Marienkäfer,35.0,Harmonia axyridis,"[0.6075365663, 51.7645903537]",False,2,0,"[51.7645903537, 0.6075365663]","Priory Farm Road, Chelmsford, England, GB",51.7645903537,0.6075365663
research,2022-06-14,Harlekin-Marienkäfer,9.0,Harmonia axyridis,"[-2.4775716667, 52.0445638333]",True,1,0,"[52.0445638333, -2.4775716667]","Aylton, Ledbury, England, GB",52.0445638333,-2.4775716667
research,2022-06-03,Asian Lady Beetle,73.0,Harmonia axyridis,"[-2.3358104003, 52.0966452155]",True,2,0,"[52.0966452155, -2.3358104003]","Worcestershire, UK",52.0966452155,-2.3358104003
research,2022-06-12,Harlekin-Marienkäfer,15.0,Harmonia axyridis,"[-2.0388701593, 50.7339253057]",True,1,0,"[50.7339253057, -2.0388701593]","Poole, UK",50.7339253057,-2.0388701593
research,2022-05-28,Asian Lady Beetle,57.0,Harmonia axyridis,"[-0.196333006, 51.3400357935]",False,4,1,"[51.3400357935, -0.196333006]","Highdown Road, Sutton SM2 5PR, UK",51.3400357935,-0.196333006
research,2022-06-13,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.6997222222, 53.6408333333]",True,1,0,"[53.6408333333, -2.6997222222]","Charnock Richard, Chorley PR7 5JX, UK",53.6408333333,-2.6997222222
research,2022-06-13,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-8.4243798066, 51.8871140352]",False,1,0,"[51.8871140352, -8.4243798066]","Mahon, Cork, Ireland",51.8871140352,-8.4243798066
research,2022-06-13,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[-8.4241964738, 51.8871021301]",False,1,0,"[51.8871021301, -8.4241964738]","Mahon, Cork, Ireland",51.8871021301,-8.4241964738
research,2022-06-13,Harlekin-Marienkäfer,538.0,Harmonia axyridis,"[-1.1963906139, 52.949350989]",True,1,0,"[52.949350989, -1.1963906139]","Wollaton, Nottingham, UK",52.949350989,-1.1963906139
research,2022-06-13,Asian Lady Beetle,341.0,Harmonia axyridis,"[-1.1958196387, 52.9485397059]",False,2,0,"[52.9485397059, -1.1958196387]","Wollaton, Nottingham, UK",52.9485397059,-1.1958196387
research,2022-06-13,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.5729649722, 51.4327699722]",True,1,0,"[51.4327699722, -0.5729649722]","Barley Mow Road, Englefield Green, Egham TW20 0NR, UK",51.4327699722,-0.5729649722
research,2022-06-12,Asian Lady Beetle,,Harmonia axyridis,"[-2.0789361667, 53.4105383333]",False,1,0,"[53.4105383333, -2.0789361667]","Hyde Bank, Stockport, England, GB",53.4105383333,-2.0789361667
research,2022-06-13,Harlekin-Marienkäfer,,Harmonia axyridis,"[1.2426549, 52.6211946]",False,1,0,"[52.6211946, 1.2426549]","Music Centre, Norwich NR4 7TU, UK",52.6211946,1.2426549
research,2022-06-13,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.1857833333, 52.9507616667]",True,1,0,"[52.9507616667, -1.1857833333]","Lenton, Nottingham NG8 1DH, UK",52.9507616667,-1.1857833333
research,2022-06-07,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[-2.1601970678, 53.4254294923]",,2,0,"[53.4254294923, -2.1601970678]","Greg St, Stockport, England, GB",53.4254294923,-2.1601970678
research,2022-06-13,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-0.323755, 51.441395]",True,2,0,"[51.441395, -0.323755]","Richmond upon Thames, Richmond, England, GB",51.441395,-0.323755
research,2022-06-13,Harlekin-Marienkäfer,33.0,Harmonia axyridis,"[-1.1589032559, 52.0338606967]",False,1,0,"[52.0338606967, -1.1589032559]","Farmers Dr, Brackley, England, GB",52.0338606967,-1.1589032559
research,2022-06-12,Harlekin-Marienkäfer,,Harmonia axyridis,"[0.1148583333, 52.196745]",True,1,0,"[52.196745, 0.1148583333]","Lammas Land, Cambridge, England, GB",52.196745,0.1148583333
research,2022-06-13,Asian Lady Beetle,4.0,Harmonia axyridis,"[-4.2704, 55.8670416667]",True,1,0,"[55.8670416667, -4.2704]","Glasgow G3, UK",55.8670416667,-4.2704
research,2022-06-13,Asian Lady Beetle,35.0,Harmonia axyridis,"[0.7801584601, 51.5392951965]",False,1,0,"[51.5392951965, 0.7801584601]",Southend-on-Sea,51.5392951965,0.7801584601
research,2022-06-13,Harlekin-Marienkäfer,26164.0,Harmonia axyridis,"[-0.0640497903, 51.7305429386]",False,1,0,"[51.7305429386, -0.0640497903]","England, GB",51.7305429386,-0.0640497903
research,2022-06-13,Asian Lady Beetle,,Harmonia axyridis,"[-0.1567319722, 51.5501136667]",False,2,0,"[51.5501136667, -0.1567319722]","London NW3, UK",51.5501136667,-0.1567319722
